filename,fold,target,category,esc10,src_file,take
1-101296-A-19.wav,1,19,thunderstorm,False,101296,A
1-101296-B-19.wav,1,19,thunderstorm,False,101296,B
1-115521-A-19.wav,1,19,thunderstorm,False,115521,A
1-12653-A-15.wav,1,15,water_drops,False,12653,A
1-12654-A-15.wav,1,15,water_drops,False,12654,A
1-12654-B-15.wav,1,15,water_drops,False,12654,B
1-13571-A-46.wav,1,46,church_bells,False,13571,A
1-13572-A-46.wav,1,46,church_bells,False,13572,A
1-13613-A-37.wav,1,37,clock_alarm,False,13613,A
1-137296-A-16.wav,1,16,wind,False,137296,A
1-14262-A-37.wav,1,37,clock_alarm,False,14262,A
1-16746-A-15.wav,1,15,water_drops,False,16746,A
1-17367-A-10.wav,1,10,rain,True,17367,A
1-17585-A-7.wav,1,7,insects,False,17585,A
1-19501-A-7.wav,1,7,insects,False,19501,A
1-21189-A-10.wav,1,10,rain,True,21189,A
1-21421-A-46.wav,1,46,church_bells,False,21421,A
1-21934-A-38.wav,1,38,clock_tick,True,21934,A
1-21935-A-38.wav,1,38,clock_tick,True,21935,A
1-22804-A-46.wav,1,46,church_bells,False,22804,A
1-23094-A-15.wav,1,15,water_drops,False,23094,A
1-23094-B-15.wav,1,15,water_drops,False,23094,B
1-23222-A-19.wav,1,19,thunderstorm,False,23222,A
1-23222-B-19.wav,1,19,thunderstorm,False,23222,B
1-24524-A-19.wav,1,19,thunderstorm,False,24524,A
1-24524-B-19.wav,1,19,thunderstorm,False,24524,B
1-24524-C-19.wav,1,19,thunderstorm,False,24524,C
1-26222-A-10.wav,1,10,rain,True,26222,A
1-28135-A-11.wav,1,11,sea_waves,True,28135,A
1-28135-B-11.wav,1,11,sea_waves,True,28135,B
1-29532-A-16.wav,1,16,wind,False,29532,A
1-29561-A-10.wav,1,10,rain,True,29561,A
1-34853-A-37.wav,1,37,clock_alarm,False,34853,A
1-35687-A-38.wav,1,38,clock_tick,True,35687,A
1-39901-A-11.wav,1,11,sea_waves,True,39901,A
1-39901-B-11.wav,1,11,sea_waves,True,39901,B
1-40154-A-46.wav,1,46,church_bells,False,40154,A
1-42139-A-38.wav,1,38,clock_tick,True,42139,A
1-43760-A-11.wav,1,11,sea_waves,True,43760,A
1-46938-A-7.wav,1,7,insects,False,46938,A
1-46938-B-7.wav,1,7,insects,False,46938,B
1-47709-A-16.wav,1,16,wind,False,47709,A
1-47714-A-16.wav,1,16,wind,False,47714,A
1-48298-A-46.wav,1,46,church_bells,False,48298,A
1-48413-A-38.wav,1,38,clock_tick,True,48413,A
1-50060-A-10.wav,1,10,rain,True,50060,A
1-50623-A-15.wav,1,15,water_drops,False,50623,A
1-51035-A-16.wav,1,16,wind,False,51035,A
1-51036-A-16.wav,1,16,wind,False,51036,A
1-51037-A-16.wav,1,16,wind,False,51037,A
1-54747-A-46.wav,1,46,church_bells,False,54747,A
1-54958-A-10.wav,1,10,rain,True,54958,A
1-56311-A-10.wav,1,10,rain,True,56311,A
1-56907-A-46.wav,1,46,church_bells,False,56907,A
1-57163-A-38.wav,1,38,clock_tick,True,57163,A
1-57316-A-13.wav,1,13,crickets,False,57316,A
1-57318-A-13.wav,1,13,crickets,False,57318,A
1-59102-A-13.wav,1,13,crickets,False,59102,A
1-61252-A-11.wav,1,11,sea_waves,True,61252,A
1-62849-A-38.wav,1,38,clock_tick,True,62849,A
1-62850-A-38.wav,1,38,clock_tick,True,62850,A
1-63871-A-10.wav,1,10,rain,True,63871,A
1-65483-A-13.wav,1,13,crickets,False,65483,A
1-67033-A-37.wav,1,37,clock_alarm,False,67033,A
1-69760-A-16.wav,1,16,wind,False,69760,A
1-72195-A-37.wav,1,37,clock_alarm,False,72195,A
1-72195-B-37.wav,1,37,clock_alarm,False,72195,B
1-73585-A-7.wav,1,7,insects,False,73585,A
1-74517-A-37.wav,1,37,clock_alarm,False,74517,A
1-7456-A-13.wav,1,13,crickets,False,7456,A
1-75189-A-7.wav,1,7,insects,False,75189,A
1-7973-A-7.wav,1,7,insects,False,7973,A
1-80785-A-7.wav,1,7,insects,False,80785,A
1-80840-A-13.wav,1,13,crickets,False,80840,A
1-80841-A-13.wav,1,13,crickets,False,80841,A
1-90797-A-15.wav,1,15,water_drops,False,90797,A
1-91359-A-11.wav,1,11,sea_waves,True,91359,A
1-91359-B-11.wav,1,11,sea_waves,True,91359,B
1-96890-A-37.wav,1,37,clock_alarm,False,96890,A
1-9841-A-13.wav,1,13,crickets,False,9841,A
2-101676-A-10.wav,2,10,rain,True,101676,A
2-102435-A-37.wav,2,37,clock_alarm,False,102435,A
2-102852-A-11.wav,2,11,sea_waves,True,102852,A
2-104105-A-19.wav,2,19,thunderstorm,False,104105,A
2-104105-B-19.wav,2,19,thunderstorm,False,104105,B
2-104475-A-37.wav,2,37,clock_alarm,False,104475,A
2-104476-A-37.wav,2,37,clock_alarm,False,104476,A
2-104952-A-16.wav,2,16,wind,False,104952,A
2-104952-B-16.wav,2,16,wind,False,104952,B
2-106019-A-13.wav,2,13,crickets,False,106019,A
2-109371-A-16.wav,2,16,wind,False,109371,A
2-109371-B-16.wav,2,16,wind,False,109371,B
2-109371-C-16.wav,2,16,wind,False,109371,C
2-109371-D-16.wav,2,16,wind,False,109371,D
2-109374-A-16.wav,2,16,wind,False,109374,A
2-110613-A-13.wav,2,13,crickets,False,110613,A
2-117116-A-37.wav,2,37,clock_alarm,False,117116,A
2-117625-A-10.wav,2,10,rain,True,117625,A
2-119748-A-38.wav,2,38,clock_tick,True,119748,A
2-124564-A-15.wav,2,15,water_drops,False,124564,A
2-124662-A-11.wav,2,11,sea_waves,True,124662,A
2-125821-A-13.wav,2,13,crickets,False,125821,A
2-125875-A-13.wav,2,13,crickets,False,125875,A
2-125966-A-11.wav,2,11,sea_waves,True,125966,A
2-127108-A-38.wav,2,38,clock_tick,True,127108,A
2-131943-A-38.wav,2,38,clock_tick,True,131943,A
2-132157-A-11.wav,2,11,sea_waves,True,132157,A
2-132157-B-11.wav,2,11,sea_waves,True,132157,B
2-133863-A-11.wav,2,11,sea_waves,True,133863,A
2-134700-A-38.wav,2,38,clock_tick,True,134700,A
2-135728-A-38.wav,2,38,clock_tick,True,135728,A
2-137162-A-11.wav,2,11,sea_waves,True,137162,A
2-139748-A-15.wav,2,15,water_drops,False,139748,A
2-139748-B-15.wav,2,15,water_drops,False,139748,B
2-139749-A-15.wav,2,15,water_drops,False,139749,A
2-140147-A-38.wav,2,38,clock_tick,True,140147,A
2-141584-A-38.wav,2,38,clock_tick,True,141584,A
2-155801-A-11.wav,2,11,sea_waves,True,155801,A
2-160128-A-7.wav,2,7,insects,False,160128,A
2-205966-A-16.wav,2,16,wind,False,205966,A
2-39441-A-19.wav,2,19,thunderstorm,False,39441,A
2-39443-A-19.wav,2,19,thunderstorm,False,39443,A
2-39443-B-19.wav,2,19,thunderstorm,False,39443,B
2-39945-A-19.wav,2,19,thunderstorm,False,39945,A
2-39945-B-19.wav,2,19,thunderstorm,False,39945,B
2-39945-C-19.wav,2,19,thunderstorm,False,39945,C
2-56926-A-46.wav,2,46,church_bells,False,56926,A
2-57191-A-46.wav,2,46,church_bells,False,57191,A
2-59565-A-46.wav,2,46,church_bells,False,59565,A
2-59566-A-46.wav,2,46,church_bells,False,59566,A
2-61618-A-46.wav,2,46,church_bells,False,61618,A
2-64962-A-15.wav,2,15,water_drops,False,64962,A
2-64963-A-15.wav,2,15,water_drops,False,64963,A
2-68595-A-15.wav,2,15,water_drops,False,68595,A
2-68595-B-15.wav,2,15,water_drops,False,68595,B
2-72970-A-10.wav,2,10,rain,True,72970,A
2-73027-A-10.wav,2,10,rain,True,73027,A
2-73260-A-10.wav,2,10,rain,True,73260,A
2-77346-A-46.wav,2,46,church_bells,False,77346,A
2-77347-A-46.wav,2,46,church_bells,False,77347,A
2-78381-A-46.wav,2,46,church_bells,False,78381,A
2-78562-A-37.wav,2,37,clock_alarm,False,78562,A
2-78562-B-37.wav,2,37,clock_alarm,False,78562,B
2-80844-A-13.wav,2,13,crickets,False,80844,A
2-81731-A-10.wav,2,10,rain,True,81731,A
2-81970-A-7.wav,2,7,insects,False,81970,A
2-81970-B-7.wav,2,7,insects,False,81970,B
2-81970-C-7.wav,2,7,insects,False,81970,C
2-82077-A-7.wav,2,7,insects,False,82077,A
2-82367-A-10.wav,2,10,rain,True,82367,A
2-83270-A-13.wav,2,13,crickets,False,83270,A
2-85139-A-13.wav,2,13,crickets,False,85139,A
2-87781-A-10.wav,2,10,rain,True,87781,A
2-88724-A-38.wav,2,38,clock_tick,True,88724,A
2-89516-A-37.wav,2,37,clock_alarm,False,89516,A
2-96033-A-13.wav,2,13,crickets,False,96033,A
2-96063-A-37.wav,2,37,clock_alarm,False,96063,A
2-99955-A-7.wav,2,7,insects,False,99955,A
2-99955-B-7.wav,2,7,insects,False,99955,B
2-99955-C-7.wav,2,7,insects,False,99955,C
3-103050-A-19.wav,3,19,thunderstorm,False,103050,A
3-103051-A-19.wav,3,19,thunderstorm,False,103051,A
3-103051-B-19.wav,3,19,thunderstorm,False,103051,B
3-103051-C-19.wav,3,19,thunderstorm,False,103051,C
3-104761-A-7.wav,3,7,insects,False,104761,A
3-104761-B-7.wav,3,7,insects,False,104761,B
3-105235-A-7.wav,3,7,insects,False,105235,A
3-105236-A-7.wav,3,7,insects,False,105236,A
3-110913-A-7.wav,3,7,insects,False,110913,A
3-110913-B-7.wav,3,7,insects,False,110913,B
3-110913-C-7.wav,3,7,insects,False,110913,C
3-110913-D-7.wav,3,7,insects,False,110913,D
3-111102-A-46.wav,3,46,church_bells,False,111102,A
3-111102-B-46.wav,3,46,church_bells,False,111102,B
3-117504-A-16.wav,3,16,wind,False,117504,A
3-117504-B-16.wav,3,16,wind,False,117504,B
3-117793-A-37.wav,3,37,clock_alarm,False,117793,A
3-117883-A-37.wav,3,37,clock_alarm,False,117883,A
3-120526-A-37.wav,3,37,clock_alarm,False,120526,A
3-120526-B-37.wav,3,37,clock_alarm,False,120526,B
3-122110-A-46.wav,3,46,church_bells,False,122110,A
3-123224-A-19.wav,3,19,thunderstorm,False,123224,A
3-124600-A-19.wav,3,19,thunderstorm,False,124600,A
3-129338-A-13.wav,3,13,crickets,False,129338,A
3-129678-A-13.wav,3,13,crickets,False,129678,A
3-131943-A-37.wav,3,37,clock_alarm,False,131943,A
3-132340-A-37.wav,3,37,clock_alarm,False,132340,A
3-132852-A-10.wav,3,10,rain,True,132852,A
3-134699-A-16.wav,3,16,wind,False,134699,A
3-134699-B-16.wav,3,16,wind,False,134699,B
3-134699-C-16.wav,3,16,wind,False,134699,C
3-134802-A-13.wav,3,13,crickets,False,134802,A
3-136608-A-16.wav,3,16,wind,False,136608,A
3-139109-A-46.wav,3,46,church_bells,False,139109,A
3-139958-A-37.wav,3,37,clock_alarm,False,139958,A
3-140774-A-10.wav,3,10,rain,True,140774,A
3-142005-A-10.wav,3,10,rain,True,142005,A
3-142006-A-10.wav,3,10,rain,True,142006,A
3-142593-A-38.wav,3,38,clock_tick,True,142593,A
3-143929-A-10.wav,3,10,rain,True,143929,A
3-143933-A-38.wav,3,38,clock_tick,True,143933,A
3-144827-A-11.wav,3,11,sea_waves,True,144827,A
3-144827-B-11.wav,3,11,sea_waves,True,144827,B
3-144891-A-19.wav,3,19,thunderstorm,False,144891,A
3-144891-B-19.wav,3,19,thunderstorm,False,144891,B
3-146033-A-13.wav,3,13,crickets,False,146033,A
3-148297-A-37.wav,3,37,clock_alarm,False,148297,A
3-150363-A-38.wav,3,38,clock_tick,True,150363,A
3-155642-A-11.wav,3,11,sea_waves,True,155642,A
3-155642-B-11.wav,3,11,sea_waves,True,155642,B
3-155766-A-13.wav,3,13,crickets,False,155766,A
3-156907-A-15.wav,3,15,water_drops,False,156907,A
3-157149-A-10.wav,3,10,rain,True,157149,A
3-157487-A-10.wav,3,10,rain,True,157487,A
3-157615-A-10.wav,3,10,rain,True,157615,A
3-160119-A-15.wav,3,15,water_drops,False,160119,A
3-162786-A-13.wav,3,13,crickets,False,162786,A
3-163607-A-13.wav,3,13,crickets,False,163607,A
3-163607-B-13.wav,3,13,crickets,False,163607,B
3-164120-A-11.wav,3,11,sea_waves,True,164120,A
3-164592-A-15.wav,3,15,water_drops,False,164592,A
3-164593-A-15.wav,3,15,water_drops,False,164593,A
3-164594-A-15.wav,3,15,water_drops,False,164594,A
3-164595-A-15.wav,3,15,water_drops,False,164595,A
3-164630-A-11.wav,3,11,sea_waves,True,164630,A
3-164688-A-38.wav,3,38,clock_tick,True,164688,A
3-166324-A-15.wav,3,15,water_drops,False,166324,A
3-166326-A-15.wav,3,15,water_drops,False,166326,A
3-166422-A-11.wav,3,11,sea_waves,True,166422,A
3-170377-A-38.wav,3,38,clock_tick,True,170377,A
3-170383-A-38.wav,3,38,clock_tick,True,170383,A
3-171012-A-38.wav,3,38,clock_tick,True,171012,A
3-171041-A-38.wav,3,38,clock_tick,True,171041,A
3-187710-A-11.wav,3,11,sea_waves,True,187710,A
3-246513-A-16.wav,3,16,wind,False,246513,A
3-246513-B-16.wav,3,16,wind,False,246513,B
3-87936-A-46.wav,3,46,church_bells,False,87936,A
3-87936-B-46.wav,3,46,church_bells,False,87936,B
3-98193-A-46.wav,3,46,church_bells,False,98193,A
3-98869-A-46.wav,3,46,church_bells,False,98869,A
4-125070-A-19.wav,4,19,thunderstorm,False,125070,A
4-125071-A-19.wav,4,19,thunderstorm,False,125071,A
4-125072-A-19.wav,4,19,thunderstorm,False,125072,A
4-125072-B-19.wav,4,19,thunderstorm,False,125072,B
4-125825-A-46.wav,4,46,church_bells,False,125825,A
4-125825-B-46.wav,4,46,church_bells,False,125825,B
4-130891-A-7.wav,4,7,insects,False,130891,A
4-133895-A-7.wav,4,7,insects,False,133895,A
4-140034-A-46.wav,4,46,church_bells,False,140034,A
4-143118-A-7.wav,4,7,insects,False,143118,A
4-143118-B-7.wav,4,7,insects,False,143118,B
4-144083-A-16.wav,4,16,wind,False,144083,A
4-144083-B-16.wav,4,16,wind,False,144083,B
4-144083-C-16.wav,4,16,wind,False,144083,C
4-144085-A-16.wav,4,16,wind,False,144085,A
4-147657-A-46.wav,4,46,church_bells,False,147657,A
4-147658-A-46.wav,4,46,church_bells,False,147658,A
4-150364-A-46.wav,4,46,church_bells,False,150364,A
4-150364-B-46.wav,4,46,church_bells,False,150364,B
4-151242-A-37.wav,4,37,clock_alarm,False,151242,A
4-156827-A-46.wav,4,46,church_bells,False,156827,A
4-156993-A-19.wav,4,19,thunderstorm,False,156993,A
4-160999-A-10.wav,4,10,rain,True,160999,A
4-161127-A-10.wav,4,10,rain,True,161127,A
4-161519-A-19.wav,4,19,thunderstorm,False,161519,A
4-163264-A-10.wav,4,10,rain,True,163264,A
4-163606-A-16.wav,4,16,wind,False,163606,A
4-163608-B-16.wav,4,16,wind,False,163608,B
4-163609-A-16.wav,4,16,wind,False,163609,A
4-163609-B-16.wav,4,16,wind,False,163609,B
4-163697-A-13.wav,4,13,crickets,False,163697,A
4-164206-A-10.wav,4,10,rain,True,164206,A
4-165813-A-19.wav,4,19,thunderstorm,False,165813,A
4-165813-B-19.wav,4,19,thunderstorm,False,165813,B
4-166661-A-10.wav,4,10,rain,True,166661,A
4-167063-A-11.wav,4,11,sea_waves,True,167063,A
4-167063-B-11.wav,4,11,sea_waves,True,167063,B
4-167063-C-11.wav,4,11,sea_waves,True,167063,C
4-168155-A-15.wav,4,15,water_drops,False,168155,A
4-169508-A-37.wav,4,37,clock_alarm,False,169508,A
4-171823-A-13.wav,4,13,crickets,False,171823,A
4-172143-A-13.wav,4,13,crickets,False,172143,A
4-172366-A-37.wav,4,37,clock_alarm,False,172366,A
4-174797-A-15.wav,4,15,water_drops,False,174797,A
4-175945-A-38.wav,4,38,clock_tick,True,175945,A
4-177250-A-10.wav,4,10,rain,True,177250,A
4-179984-A-38.wav,4,38,clock_tick,True,179984,A
4-180380-A-10.wav,4,10,rain,True,180380,A
4-181035-A-38.wav,4,38,clock_tick,True,181035,A
4-181286-A-10.wav,4,10,rain,True,181286,A
4-181362-A-13.wav,4,13,crickets,False,181362,A
4-181865-A-38.wav,4,38,clock_tick,True,181865,A
4-182314-A-7.wav,4,7,insects,False,182314,A
4-182314-B-7.wav,4,7,insects,False,182314,B
4-182613-A-11.wav,4,11,sea_waves,True,182613,A
4-182613-B-11.wav,4,11,sea_waves,True,182613,B
4-188033-A-38.wav,4,38,clock_tick,True,188033,A
4-188293-A-15.wav,4,15,water_drops,False,188293,A
4-188293-B-15.wav,4,15,water_drops,False,188293,B
4-189332-A-37.wav,4,37,clock_alarm,False,189332,A
4-191246-A-7.wav,4,7,insects,False,191246,A
4-191246-B-7.wav,4,7,insects,False,191246,B
4-191327-A-38.wav,4,38,clock_tick,True,191327,A
4-194246-A-13.wav,4,13,crickets,False,194246,A
4-194711-A-38.wav,4,38,clock_tick,True,194711,A
4-195497-A-11.wav,4,11,sea_waves,True,195497,A
4-195497-B-11.wav,4,11,sea_waves,True,195497,B
4-195707-A-13.wav,4,13,crickets,False,195707,A
4-195805-A-13.wav,4,13,crickets,False,195805,A
4-197871-A-15.wav,4,15,water_drops,False,197871,A
4-198841-A-37.wav,4,37,clock_alarm,False,198841,A
4-198965-A-38.wav,4,38,clock_tick,True,198965,A
4-202749-A-13.wav,4,13,crickets,False,202749,A
4-204618-A-11.wav,4,11,sea_waves,True,204618,A
4-204684-A-37.wav,4,37,clock_alarm,False,204684,A
4-209536-A-37.wav,4,37,clock_alarm,False,209536,A
4-209698-A-37.wav,4,37,clock_alarm,False,209698,A
4-212604-A-15.wav,4,15,water_drops,False,212604,A
4-212604-B-15.wav,4,15,water_drops,False,212604,B
4-212604-C-15.wav,4,15,water_drops,False,212604,C
5-117773-A-16.wav,5,16,wind,False,117773,A
5-156999-A-19.wav,5,19,thunderstorm,False,156999,A
5-156999-B-19.wav,5,19,thunderstorm,False,156999,B
5-156999-C-19.wav,5,19,thunderstorm,False,156999,C
5-156999-D-19.wav,5,19,thunderstorm,False,156999,D
5-156999-E-19.wav,5,19,thunderstorm,False,156999,E
5-157204-A-16.wav,5,16,wind,False,157204,A
5-157204-B-16.wav,5,16,wind,False,157204,B
5-179294-A-46.wav,5,46,church_bells,False,179294,A
5-179496-A-16.wav,5,16,wind,False,179496,A
5-179496-B-16.wav,5,16,wind,False,179496,B
5-181766-A-10.wav,5,10,rain,True,181766,A
5-188495-A-19.wav,5,19,thunderstorm,False,188495,A
5-188655-A-10.wav,5,10,rain,True,188655,A
5-188716-A-46.wav,5,46,church_bells,False,188716,A
5-192191-A-19.wav,5,19,thunderstorm,False,192191,A
5-193339-A-10.wav,5,10,rain,True,193339,A
5-194892-A-10.wav,5,10,rain,True,194892,A
5-194932-A-7.wav,5,7,insects,False,194932,A
5-195517-A-7.wav,5,7,insects,False,195517,A
5-195518-A-7.wav,5,7,insects,False,195518,A
5-195557-A-19.wav,5,19,thunderstorm,False,195557,A
5-195710-A-10.wav,5,10,rain,True,195710,A
5-197446-A-7.wav,5,7,insects,False,197446,A
5-197988-A-46.wav,5,46,church_bells,False,197988,A
5-198278-A-7.wav,5,7,insects,False,198278,A
5-198278-B-7.wav,5,7,insects,False,198278,B
5-198278-C-7.wav,5,7,insects,False,198278,C
5-198321-A-10.wav,5,10,rain,True,198321,A
5-198373-A-46.wav,5,46,church_bells,False,198373,A
5-200461-A-11.wav,5,11,sea_waves,True,200461,A
5-200461-B-11.wav,5,11,sea_waves,True,200461,B
5-201170-A-46.wav,5,46,church_bells,False,201170,A
5-201172-A-46.wav,5,46,church_bells,False,201172,A
5-201194-A-38.wav,5,38,clock_tick,True,201194,A
5-202898-A-10.wav,5,10,rain,True,202898,A
5-203739-A-10.wav,5,10,rain,True,203739,A
5-204352-A-13.wav,5,13,crickets,False,204352,A
5-204352-B-13.wav,5,13,crickets,False,204352,B
5-204741-A-46.wav,5,46,church_bells,False,204741,A
5-208624-A-38.wav,5,38,clock_tick,True,208624,A
5-208810-A-11.wav,5,11,sea_waves,True,208810,A
5-208810-B-11.wav,5,11,sea_waves,True,208810,B
5-209698-A-38.wav,5,38,clock_tick,True,209698,A
5-209833-A-38.wav,5,38,clock_tick,True,209833,A
5-210540-A-13.wav,5,13,crickets,False,210540,A
5-210571-A-38.wav,5,38,clock_tick,True,210571,A
5-210612-A-37.wav,5,37,clock_alarm,False,210612,A
5-211408-A-37.wav,5,37,clock_alarm,False,211408,A
5-212181-A-38.wav,5,38,clock_tick,True,212181,A
5-213077-A-11.wav,5,11,sea_waves,True,213077,A
5-215172-A-13.wav,5,13,crickets,False,215172,A
5-215179-A-13.wav,5,13,crickets,False,215179,A
5-216213-A-13.wav,5,13,crickets,False,216213,A
5-216214-A-13.wav,5,13,crickets,False,216214,A
5-216216-A-13.wav,5,13,crickets,False,216216,A
5-217186-A-16.wav,5,16,wind,False,217186,A
5-217186-B-16.wav,5,16,wind,False,217186,B
5-217186-C-16.wav,5,16,wind,False,217186,C
5-219044-A-46.wav,5,46,church_bells,False,219044,A
5-219242-A-37.wav,5,37,clock_alarm,False,219242,A
5-219242-B-37.wav,5,37,clock_alarm,False,219242,B
5-219342-A-38.wav,5,38,clock_tick,True,219342,A
5-219379-A-11.wav,5,11,sea_waves,True,219379,A
5-219379-B-11.wav,5,11,sea_waves,True,219379,B
5-219379-C-11.wav,5,11,sea_waves,True,219379,C
5-223176-A-37.wav,5,37,clock_alarm,False,223176,A
5-233645-A-37.wav,5,37,clock_alarm,False,233645,A
5-233787-A-7.wav,5,7,insects,False,233787,A
5-234247-A-37.wav,5,37,clock_alarm,False,234247,A
5-235671-A-38.wav,5,38,clock_tick,True,235671,A
5-241846-A-15.wav,5,15,water_drops,False,241846,A
5-250629-A-37.wav,5,37,clock_alarm,False,250629,A
5-254832-A-15.wav,5,15,water_drops,False,254832,A
5-254832-B-15.wav,5,15,water_drops,False,254832,B
5-257349-A-15.wav,5,15,water_drops,False,257349,A
5-259180-A-15.wav,5,15,water_drops,False,259180,A
5-261433-A-15.wav,5,15,water_drops,False,261433,A
5-261439-A-15.wav,5,15,water_drops,False,261439,A
5-262641-A-15.wav,5,15,water_drops,False,262641,A
